SL No,Circular / Direction,Violation Type,Penalty Range,Legal Provision Invoked,Reason / Description,Page
1,(RBI.2015-16.108.pdf) Section 13 of the Act which provides for “Powers of Director to impose fine”,failed to comply with the obligations under this Chapter,"₹10,000 – ₹100,000","Section 13(2) of Prevention of Money Laundering Act, 2002",,21
